text,label
"Cisco expands router offerings with BCN buy Cisco Systems today confirmed that it has signed a definitive agreement to acquire privately held BCN Systems, a Californian networking software design firm.",Tech
"Indian Central Bank Raises Key Rate to Curb Prices (Update2) India #39;s central bank unexpectedly raised a key interest rate for the first time in four years, saying record oil prices and rising corporate demand for credit threaten to fuel inflation.",Business
Property Fund Says to Hold YUKOS Auction (Reuters) Reuters - Russia's Federal Property Fund said on\Friday it intended to go ahead with an auction of oil major\YUKOS' main unit Yuganskneftegaz despite a U.S. court decision\to freeze the state-imposed sale.,Business
"Web Gaming Changes Social Interactions Not so long ago, in a galaxy not so far away, Chip Collier was on a mission. ""I really gotta stop bleeding and dying,"" the 24-year old said as he slouched in front of his computer in his ninth-floor Chicago apartment. ""I'm really horrible about not paying attention to my battle fatigue.""",Tech
Microsoft expands program on source code US software giant Microsoft Corporation has expanded a program giving government organizations access to some of its tightly guarded software blueprints.,Tech
"Yankees Are Powerless, and Stadium Was, Too The big scoreboards at Yankee Stadium went dark in the seventh inning Friday night, not that the Yankees were lighting them up, anyway.",Sports
"Rebound in Banks Helps Nikkei Stabilize (Reuters) Reuters - The Nikkei average was flat in\mid-morning trade on Tuesday, with a rise in bank shares and\insurers helping the Tokyo market stabilize after the\benchmark's slide to a five-month closing low the previous day.",Politics
"Web-apps are the legacy apps of the future. Back in the days of stone knives and bearskins applications were things that were written in cretinous languages like COBOL that ran on wierd 71 bit architectures and used messed up file formats like JCL and VSAM files or whatever. What's a 'Data Division'? Some whiny 80s band from Manchester? Of course today we are so much smarter. If you look at the evolution, from ML, to branched languages to structured programming to OOP, and from 3270 applications, to PC apps to client server to web apps, you can clearly see how the applications programmer transformed himself from knuckle dragging simian to homo sapiens. That's the stereotype, right? We have a name for all that old stuff, a pejorative name: 'legacy'.1 I'm here to tell you that the web application is the new legacy.",Tech
The Health Care Clash Moves to the Next Aisle Supermarkets face a new showdown as labor unions determined to keep health benefits spar with management trying to compete with Wal-Mart.,Business
"Plan Would Turn Restore Wash. Estuary (AP) AP - A 15-year plan would restore salt marshes and mudflats for migrating salmon at the Nisqually National Wildlife Refuge, more than 100 years after the farmland was drained and diked.",Tech
"Signs of progress amid turmoil in Iraq US military pressure against insurgents, coupled with Iraqi government efforts to negotiate, may be gaining traction.",Politics
Winamp vulnerable to camouflaged-skin attacks Users of the music player should watch out for hacked themes; a flaw allows would-be intruders to take control of PCs.,Tech
"What can \$2-million do for your office? Michael Ovitz, who had a brief but extremely lucrative career as president of Walt Disney Co. in the mid 1990s, might emerge as the latest embodiment of corporate spending run amok.",Business
"Latest Mozilla releases fix 10 security flaws At least three critical vulnerabilities are among those fixed by the most recent versions of Mozilla, Firefox and Thunderbird.",Tech
Apple introduces colour screen iPod Apple Computer Inc. has introduced a new larger-capacity iPod with a colour display as well as a first-of-its-kind digital compendium of the rock band U2 #39;s songs.,Tech
"Online Search Universe Is Expanding To get an idea of how hot Web search is, go talk to Raul Valdes-Perez, a Carnegie Mellon University professor who is leading a search technology start-up called Vivisimo Inc.",Business
"300,000 seek 3,000 dockworker jobs LOS ANGELES Longshore union and port shipping officials yesterday sifted through 300,000 applications submitted as part of a special lottery for 3,000 lucrative temporary dockworker jobs at the nation #39;s largest port complex.",Business
"Boilers cough it up (again), lose big game (again) WEST LAFAYETTE - And so here they came again, clattering out of the glistening white light. The victors, boys and girls, or perhaps the Victors.",Sports
"Something about Harry You could be forgiven for thinking a military coup has just taken place on the south coast of England. Sven Goran Eriksson, Rupert Lowe and some other bloke.",Sports
Singh tops \$10 million with win Singh claimed his ninth win Sunday - the most on the PGA Tour in 54 years - as he cruised to a five-stroke victory at the \$5 million Chrysler Championship.,Sports
"Iraq Insurgents Kill Top Police, Hit U.S. Convoy (Reuters) Reuters - Gunmen killed three high-ranking\Iraqi police officers in two separate attacks on Saturday,\among a daily round of bombings and ambushes targeting U.S.\forces and their Iraqi allies.",Politics
"Vivendi Flashes V for Victory Vivendi (NYSE: V) is one of those complex behemoths of a firm that normally doesn #39;t make it onto my radar since, as a lazy Fool, I prefer my companies small and simple.",Business
"Colgate-Palmolive to cut 4440 jobs Colgate-Palmolive is to cut about 4,440 jobs -12 per cent of the workforce - and close roughly one-third of its factories amid fierce competition from Procter amp; Gamble.",Business
Wal-Mart Sales Slump Keeps Stocks Muddled Wal-Mart Stores Inc. #39;s disappointing sales forecast sent stocks fluctuating Monday as investors #39; concerns about a slowing economy eclipsed their relief over a drop in oil prices.,Business
"Apple snaps at Vaio Pocket with iPod Photo Apple today peeled the wraps off its latest iPod, promising that the iPod Photo will allow customers to take their entire music and photo library with them wherever they go.",Tech
"Allawi says Iraq economy, security needs resolving Iraq #39;s stagnant economy and lack of employment opportunities are feeding instability in the violence-torn country, hindering prospects for prosperity, Prime Minister Iyad Allawi said on Monday.",Politics
"Update 1: Computer Associates to Acquire Netegrity Computer Associates International Inc. will acquire Netegrity Inc. in a \$430 million cash deal that will merge the computer security software makers, the companies said Wednesday.",Business
"Intel lowers quarterly forecast Intel Corp., the world #39;s biggest maker of semiconductors, reduced its third-quarter revenue forecast Thursday, blaming lower-than-expected demand for flash memory and PC chips.",Business
Salvation Army looks for new fundraising quot;target quot; It #39;s going to be a little quieter outside of Target stores this holiday season. The company isn #39;t allowing the Salvation Army bell ringers outside its stores.,Business
Survey: Format Influenced Voter Priorities (AP) AP - This presidential election has been described by many as one in which morality mattered most to voters. But that perception may be driven at least partially by how pollsters asked voters about their priority issues.,Politics
Captain Thomas Muster hopes for Austrian win Austria hopes to capitalize on its home-court advantage and tough preparations to defeat Britain in this week #39;s Davis Cup World Group playoffs captain Thomas Muster said Wednesday.,Sports
"Queen #39;s visit stirs Anglo-German past The queen, hoping to further reconciliation between Britain and Germany, has urged the two former World War Two foes to learn from history but not be obsessed by the past and to reject national stereotypes.",Politics
Mercent to help Guess sell on Amazon E-commerce Web services specialist is helping retailers take the guesswork out of setting up shop on Amazon.,Tech
"Roadmap despite the K-roadblock NEW DELHI, SEPTEMBER 6: India and Pakistan today committed themselves to a slow but sustained process to keep the dialogue going, in which New Delhi for the first time accepted the viability of an overland gas pipeline through Pakistan, and Islamabad",Politics
Everton stand firm over striker bids EVERTON showed they would not be bullied into selling Wayne Rooney last night by rejecting a 23.5million bid from Newcastle - as Manchester United gamble on Goodison #39;s resolve to keep the striker.,Sports
Oil Prices Slip Below #36;46; Risks Abound (Reuters) Reuters - Oil prices fell #36;1 below record highs\on Tuesday as fears over supply disruptions in Venezuela eased\after President Hugo Chavez won a vote on his rule.,Business
MOFA says cross-strait issue misinterpreted Minister of Foreign Affairs Mark Chen () yesterday blamed the uneven levels of democratization in Singapore and Taiwan for Prime Minister Lee Hsien Loong #39;s () refusal on Sunday to support Taiwan if it provoked cross-strait conflict over,Politics
"Iran quot;will never end quot; nuclear programme Iran #39;s foreign minister says that Tehran will never fully dismantle its nuclear capabilities, also voicing the country #39;s concerns about the threat of a pre-emptive strike by Washington.",Politics
Mauresmo makes waves at Advanta VILLANOVA - The difference between Amelie Mauresmo and Vera Zvonareva in the WTA rankings is less than 10 places. The difference between Mauresmo and Zvonareva on the court is considerably wider.,Sports
The Money Man Alan greenspan #39;s official title is Chairman of the US Federal Reserve. But he functions as something akin to America #39;s economic Prognosticator in Chief.,Business
"Anderson makes NHRA history with US Nationals win Greg Anderson has so dominated Pro Stock this season that his championship quest has evolved into a pursuit of NHRA history. By Bob Hesser, Racers Edge Photography.",Sports
"Aid Afghan democrats Afghan President Hamid Karzai dodged death three weeks ago when Taliban fighters fired a rocket at him in Gardez. Yesterday, his running mate in Saturday #39;s national election, Ahmad Zia Masood, barely survived a Taliban bomb in Faizabad.",Politics
Multiplex weighs bid in billions CONSTRUCTION giant Multiplex was assessing at the weekend whether to top Westfield #39;s 585 million (\$1.5 billion) bid for the British property group Chelsfield.,Business
Tokyo Stocks Climb to a Two-Week High TOKYO (Reuters) - Tokyo stocks climbed to a two week high on Friday after Tokyo Electron Ltd. and other chip-related stocks were boosted by a bullish revenue outlook from industry leader Intel Corp.,Business
Red Sox hope Schilling doesn #39;t have to pitch again The Boston Red Sox will try to get Curt Schilling ready for another World Series start. They certainly hope they don #39;t need to use him.,Sports
"Toys 'R' Us banks on strategy With one week left until Christmas, customers can still find some of the season's hottest toys, like Dora's Talking House and Bella Dancerella, a ballet kit, at Toys ""R"" Us Inc. But it's a different story at rival Wal-Mart Stores Inc. , whose inventory of many of the popular items has been depleted.",Business
"Iraq #39;s top cleric arrives in Najaf on peace mission as a mortar &lt;b&gt;...&lt;/b&gt; By Abdul Hussein Al-Obeidi, Associated Press, 8/26/2004 08:16. NAJAF, Iraq (AP) Iraq #39;s top Shiite cleric made a dramatic return to Najaf at the head of a massive convoy Thursday hoping to end three weeks of",Politics
Australian Football: Melbourne sidelined as Brisbane and Port &lt;b&gt;...&lt;/b&gt; The Australian Football League Grand Final between Brisbane Lions and Port Adelaide on Saturday marks an epoch for Australia #39;s favorite spectator sport.,Sports
"Introducing the big, bad BOFH polo shirt &lt;strong&gt;Cash'n'Carrion&lt;/strong&gt; Essential kit for the marauding sysdamin",Tech
"Australia cruise into semifinals London, Sept. 16. (PTI): World Champions Australia sounded a stern warning to their rivals as they thumped New Zealand by seven wickets in a Group A league match and entered the semifinals of the ICC Champions Trophy one-day cricket tournament.",Sports
"Update 3: CEO: Altria Preparing to Break Up Company Tobacco and food giant Altria Group Inc. is moving ahead with preparations to break itself up into two or three businesses, the company #39;s chairman and CEO said Thursday.",Business
"Ukraine opposition rally draws hundreds of thousands (AFP) AFP - Tens of thousands of supporters of opposition presidential candidate Viktor Yushchenko took to the streets of Kiev, a week before the poll, to demand free and fair elections in this former Soviet state after a tense campaign marred by incidents.",Politics
HHG gets out of red zone AMP spin-off HHG plc has produced a pound stg. 46 million (\$A117 million) profit for the six months to June 30 - a massive turnaround from the pound stg.,Business
"Badgers ready for conference battle with Spartans Madison, WI (U-WIRE) -- After a convincing home victory over Minnesota last week, No. 4 Wisconsin (9-0, 6-0) launches the final leg of its 2004 campaign on the road against Michigan State (3-3, 4-5).",Sports
Warne says new ICC rules on chucking could cause confusion Australian leg-spinner Shane Warne said Thursday a new proposal on bowling deliveries in cricket - brought about by the quot;chucking quot; controversy involving Sri Lanka #39;s Muttiah Muralitharan - could cause confusion for umpires.,Sports
Rams Offensive Line Strong in Debut (AP) AP - A makeshift offensive line came together at just the right time for the St. Louis Rams.,Sports
Baghdad Rocket Attack Kills Two U.S. Soldiers Two American soldiers were killed and five injured Monday in a rocket attack in Baghdad. The military said the incident occurred in the southern part of the city but provided no other details.,Politics
Irish Claim 2nd Title Notre Dame goalkeeper Erika Bohn seals the Irish's second NCAA championship with a save in penalty kicks to lift them to a 4-3 victory over North Carolina on Sunday.,Sports
"AT amp; Wireless unveils messaging-only handheld AT amp;T Wireless on Monday seemed to be trying to turn back the clock on cell phone design trends when it introduced the Ogo, a messaging-only handheld.",Business
"Three Decapitated Corpses Found North of Baghdad BAIJI, Iraq (Reuters) - The decapitated bodies of three men, their heads strapped to their backs, were found dumped in bags by a roadside north of Baghdad Wednesday, Iraqi police and U.S. officials said.",Politics
"Grief, Rage in Argentine Protest Over Fatal Fire BUENOS AIRES, Argentina (Reuters) - Thousands of Argentines mourning almost 200 young victims of a rock club fire took to the streets of Buenos Aires on Monday in angry protest over the government's safety standards, as the city mayor resisted pressure to resign.",Politics
Beer giants go on spending spree Two of the world's largest brewers - Belgium's Inbev and Holland's Heineken - announce new takeovers in Germany and Russia respectively.,Business
"Freescale announces dual-core PowerPC processor SHANGHAI - While much has been made of efforts by Advanced Micro Devices Inc. and Intel Corp. to bring dual-core processors to PCs and servers, Freescale Semiconductor Inc. announced Tuesday at a conference in Frankfurt, Germany, details of a dual-core PowerPC processor designed for embedded applications, such as networking and storage.",Tech
Blunkett quits after Whitehall report DAVID BLUNKETT resigned last night after an inquiry found his office was involved in quot;fast-tracking quot; his ex-lover Kimberly Quinn #39;s nanny #39;s application to stay in Britain.,Politics
"SunTrust Restates First-Half Results NEW YORK (Reuters) - SunTrust Banks Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=STI.N target=/stocks/quickinfo/fullquote""&gt;STI.N&lt;/A&gt;, which fired three executives over its accounting for bad loans, on Friday restated first-half profit higher by \$25.1 million, more than it had forecast, to fix the mistakes.",Business
"Russian Cabinet Approves Kyoto Protocol (AP) AP - Russia's Cabinet approved the Kyoto Protocol on global warming Thursday, clearing the way for the worldwide adoption of the pact #151; despite U.S. opposition #151; once the Russian parliament ratifies it as expected.",Tech
"US bolsters force for Afghan poll The US is to send up to 1,100 extra troops to Afghanistan to provide security for next month's elections.",Politics
"Prior can see team putting it together Pitcher Mark Prior said the Cubs have survived the early part of the season-ending road trip, and promised good things to come as the team winds up the regular season at home.",Sports
"Frances Damages NASA Space Center (AP) AP - Hurricane Frances did more damage to the Kennedy Space Center than any other storm in history, tearing an estimated 1,000 exterior panels from the Vehicle Assembly Building and leaving a checkerboard of holes, officials said Monday.",Tech
"It #39;s full speed ahead for Poutiainen ASPEN, COLO. - Figuring she had no chance of catching the leader, Finland #39;s Tanja Poutiainen charged down the hill without fear.",Sports
"Robinhos Mom Comes Home Safe The kidnapped mother of Santos starlet Robinho has been returned to her family in good health, allowing the teenage forward to breath a huge sigh of relief.",Sports
"Does Tsvangirai outcome suit Mugabe? On hearing the verdict there was a broad smile from Morgan Tsvangirai, applause from his supporters and tears of relief from his veteran attorney.",Politics
"Scientists lift veil on Beagle 3 The team behind the Beagle 2 mission to Mars has unveiled its design for the successor to the British spacecraft. At a London meeting, Colin Pillinger, lead scientist on the previous venture",Tech
"US new home sales, loan supply to fall-Fannie CEO US new home sales and new mortgage supply are expected to fall in 2005, but will still run near historically high levels, said Franklin Raines, chief executive officer at Fannie Mae (FNM.",Business
"Microsoft and Sun #39;s difficult dance news analysis Microsoft and Sun Microsystems may be going steady, but they aren #39;t quite sure where the relationship is headed.",Tech
Development May Endanger Protected Species (AP) AP - The Bush administration said Friday it will allow developers to complete construction and other projects even after belated discoveries that the work could endanger protected species.,Tech
Circuit City narrows 3Q loss Circuit City Stores Inc. on Friday reported a narrower third-quarter loss from continuing operations as sales of higher-margin warranties and improved distribution helped offset weak merchandise sales.,Business
"Update 1: American to Charge for Certain Ticket Buys American Airlines says it will begin charging a service fee of \$5 or \$10 to buy a ticket over the phone or at an airport counter, copying a similar move by Northwest Airlines.",Business
"Brown-Forman Earnings Jump 67 Percent Brown-Forman Corp. , which sells products ranging from Jack Daniels whiskey to Lenox china, on Thursday posted a better-than-expected 67 percent jump in earnings as aggressive marketing boosted sales of premium spirits and new wines.",Business
"Employers Add 112,000 New Jobs in Nov. Employers slowed their hiring as they headed into the holiday shopping season, adding just 112,000 new jobs in November for the weakest gain in five months.",Business
"Spain sprouts WiMax network Europe appears to be fertile ground for new WiMax networks. Spain is the latest country to embrace the emerging high-end broadband wireless technology, following recent deployments in France, Ireland, and the U.K.",Tech
"God Has 4,000 Loudspeakers; the State Holds Its Ears The Egyptian minister of religion decided that one official call to prayer would be broadcast live and carried by all of Cairo's mosques. Many of the faithful objected.",Politics
FIA force through rule changes Sao Paulo - Formula One #39;s governing body the FIA confirmed on Friday that they will force through new rules in 2005 and 2006 in a bid to slow cars down in the years ahead.,Sports
"* Norway seriously concerned over factional killings Sept 29, Colombo: The Norwegian government has expressed serious concern over the political killings in Sri Lanka. Norwegian Ambassador in Colombo Hans Brattskar made this statement when he met SP Tamilselvan",Politics
"Zhang Readies Another Martial-Arts Saga TORONTO - A few years back, Zhang Yimou was a bit miffed that fellow filmmaker Ang Lee was faster on the draw in elevating the martial-arts epic to serious cinema. But now that Lee's ""Crouching Tiger, Hidden Dragon"" has broken the genre into the mainstream among Western audiences, Zhang is happy to follow his lead...",Politics
European Shares Tread Water LONDON (Reuters) - European shares traded sideways on Wednesday but banks were a bright spot as Britain's HBOS rallied on relief it would not be wading into a bidding war for domestic peer Abbey.,Business
"Nortel posts loss of 6 cents per share NEW YORK -- Nortel Networks Corp. reported a loss of 6 cents per share in the third quarter and predicted lower sales for 2004 than in 2003 on Tuesday, providing some of its first concrete figures for the",Business
"Update 12: Bargain Shoppers Get Early Holiday Start Bargain shoppers, many of them braving chilly temperatures, woke up before dawn to head for the nation #39;s malls and stores Friday, the official beginning of the holiday shopping season, hoping to take advantage of early bird specials on a range of items",Business
The fate of Ken Bigley and the struggle against the occupation of &lt;b&gt;...&lt;/b&gt; The fate of British hostage Kenneth Bigley has come to encapsulate the unbridgeable division between the political establishment and the democratic hopes and concerns of working people.,Politics
"Cardinals reliever Julian Tavarez fined CBC SPORTS ONLINE - St. Louis Cardinals relief pitcher Julian Tavarez was fined \$10,000 US by the commissioner #39;s office for throwing a fastball over the head of Jeff Bagwell.",Sports
"Mauresmo Gunning for No. 1 Again at ATP Linz Top-seeded Amelie Mauresmo, who briefly rose to No. 1 following the US Open and says she is playing Linz this week in a late-year effort to regain the top spot, barely edged upset-minded Serb Jelena Jankovic 4-6, 6-3, 6-1 Saturday to advance to the final.",Sports
"Basayev associate killed in Vedeno operation GROZNY. Nov 9 (Interfax) - Guerrilla commander Rezvan Isayev, a close associate of Chechen separatist leader Shamil Basayev, is among the fighters killed in a recent large-scale operation in Chechnya #39;s Vedeno",Politics
"Cubs crumble, lose in 12th CHICAGO - One strike from an important victory, the Chicago Cubs ended up with another agonizing defeat that damaged their drive to the playoffs.",Sports
"3rd career win all but clinches Cup contention FONTANA, CALIF. - Elliott Sadler raced to his second victory of the season Sunday night at California Speedway and all but wrapped up a spot in NASCAR #39;s new championship playoff.",Sports
"Girl, 5, saves baby sister from dingo in island hotel horror WHEN Belinda Corke heard her five-year-old daughter, Georgia, shout quot;Dingo, dingo quot;, she thought the child had spotted one of the wild dogs near their hotel.",Politics
Australia Bats First in Second Cricket Test Against NZ Australia captain Ricky Ponting won the toss and chose to bat first against New Zealand in the second and final cricket Test at Adelaide.,Sports
"Durham provides Dark Blues masterclass Oxford, the pre-match favourites, reclaimed the MMC Trophy in one of the better Varsity matches for some time here yesterday. But this, the 123rd staging of the annual amateur",Sports
"12,000 counterfeit track suits seized A total of 12,000 counterfeit track suits bearing the Nike logo were discovered in a 40-foot container by the container monitoring unit of the Customs Department.",Tech
Genius solves \$1m mystery ONE of the seven great unsolved mysteries of mathematics may have been cracked by a reclusive Russian who has no interest in the million dollar prize his solution could win him.,Tech
"Pandolfo gives Rockets a lift When a tournament winds down to the final rounds, the teams with the best players usually hold the advantage. Fortunately for Reading, it had the best field hockey player in the game last night.",Sports
"Before Rape Arrest, Bryant Expressed Fear to Police In his first comments to the police on the night he was accused of rape, the basketball star Kobe Bryant was scared about what happened and may have conceded lying to",Sports
"AOL developing file-backup service America Online Inc. (AOL) is developing a new service that will let its members back up files from their PCs on AOL data centers, so that the members will be able to recover files either deleted accidentally or lost due to a hard drive failure, an AOL executive said.",Tech
Colombia Won't Extradite Top Warlord (AP) AP - President Alvaro Uribe pledged Thursday not to extradite the country's top right-wing paramilitary leader to the United States to face drug trafficking charges provided he ceases all illegal activities and stays in peace talks.,Politics
"Transsexual drives off to score a first on the golf course Golf is not a sport renowned for being at ease with gender issues. Many of the game #39;s great clubs refuse to admit women, and the occasional inclusion of women in men #39;s professional tournaments has caused consternation from Arran to Augusta.",Sports
Image Needs Repair Public relations experts and people in and around the NBA believe Kobe Bryant can repair the damage done to his image and reputation.,Sports
Nedved strike keeps Juve four points clear Pavel Nedved scored with a superb free-kick four minutes from time to give Juventus a precious 1-0 Italian Serie A win at Bologna on Sunday.,Sports
"Ivan may delay Southern Miss-California game HATTIESBURG, Miss. - Unless Hurricane Ivan drifts drastically to the east by Tuesday morning, the Southern Miss-California football game set for Thursday night will be postponed.",Sports
"MGI Pharma-SuperGen in Cancer-Drug Deal NEW YORK (Reuters) - MGI Pharma Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MOGN.O target=/stocks/quickinfo/fullquote""&gt;MOGN.O&lt;/A&gt; will spend up to \$85 million for a stake in SuperGen Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SUPG.O target=/stocks/quickinfo/fullquote""&gt;SUPG.O&lt;/A&gt; and global rights to develop and sell SuperGen's experimental drug for an often-fatal cancer of the bone marrow, the companies said on Wednesday.",Business
"Microsoft investigates Windows Server flaw Microsoft is investigating a security flaw in Windows server software that could allow an attacker to gain complete control over systems running the software, the company said.",Tech
"PeopleSoft Denies Execs Visited Oracle (Reuters) Reuters - PeopleSoft Inc. on Tuesday\denied an analyst report that its executives recently met with\Oracle Corp. , the rival software vendor that last year\launched a hostile bid for PeopleSoft.",Tech
Taiwan Chip Giant Seeks Strong Partnerships The head of the world #39;s largest contract chip manufacturer said Thursday it will cost an estimated \$1 billion (euro 776 million) for his company to develop the latest chip production technology.,Business
U.S. Stocks Rebound on Retail Sales NEW YORK (Reuters) - U.S. stocks rose on Friday as a bigger-than-expected jump in September retail sales offset the impact of falling insurance company shares.,Business
Criticism of U.S. Muted at Iraq Conference (AP) AP - Criticism of the United States was surprisingly muted at an international conference in Egypt that drew fierce opponents to the U.S.-led invasion.,Politics
Nigeria Strike Expected to End Thursday Nigerian labor leaders say they will end a four-day old general strike called to protest rising fuel prices in Africa #39;s largest oil-producing nation.,Politics
"Mortgage Rates Hit 6-Month Low Freddie Mac said Thursday that 30-year mortgages have dropped to the lowest level since April 1, providing more of a boost to the housing industry.",Business
"Consumer Price Index up 0.6 in Oct. (Washington-AP) Nov. 17, 2004 - The Labor Department #39;s Consumer Price Index shows a larger-than-expected gain, but combined with Thursday #39;s reading on wholesale inflation, analysts say the picture is one where",Business
"Cisco, IBM Team Up on Security IBM #39;s Tivoli Security Compliance Manager scans devices that plug into the network, such as laptops and home computers that may have been unprotected by network security.",Tech
"Antiwar Protesters Told Shop Till You Drop, Too New York Mayor Michael Bloomberg has decided that if antiwar protesters are to descend on his city by the hundreds of thousands for the Republican Convention, he may as well turn them into shoppers. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Tech
Spain must pay heavy price Spain #39;s sporting community must pay a heavy price for the sickening racist abuse aimed at England #39;s Ashley Cole and Shaun-Wright Phillips - a punishment so harsh it eradicates this shameful behaviour once and for all.,Sports
"New IBM servers tout increased performance for enterprise needs OCTOBER 15, 2004 (COMPUTERWORLD) - IBM today unveiled two high-performance p5 servers in its eServer line. The new servers run Unix or Linux and are aimed at medium to large businesses.",Tech
"Concern grows over ailing Arafat Medics, aides and family rush to the West Bank as fears grow for Yasser Arafat's health.",Politics
"Ivory Coast military planes attack ex-rebel Bouake ABIDJAN (AFP) - Two Ivory Coast military aircraft carried out a second raid on Bouake, the stronghold of the former rebel New Forces (FN) in the divided west African country, a French military source told AFP.",Politics
"Delta Pilot Pay Cuts May Not Be Enough Delta Air Lines Inc. Chief Executive Gerald Grinstein yesterday said that even if the carrier #39;s pilots approve a \$1 billion cost-cutting agreement, the airline may still have to seek Chapter 11 bankruptcy protection.",Business
"U.S. Warplane Drops Bombs on Fallujah (AP) AP - A U.S. warplane bombed the restive city of Fallujah on Friday, witnesses said.",Politics
"U.N.: Rwanda Warns of Attacking Rebels (AP) AP - Rwanda has warned it will launch an attack ""very soon"" on Rwandan Hutu rebels sheltering in eastern Congo, the U.N. mission said Wednesday, relaying a threat that raised fears of renewal of one of Africa's most devastating conflicts.",Politics
"Court Seen Lifting YUKOS Block -- Lawyers (Reuters) Reuters - A U.S. bankruptcy court is likely to\revoke its temporary ban on the sale of Russian oil group\YUKOS's main production unit, lawyers said on Friday.",Business
Medical Journal Calls for a New Drug Watchdog Medical researchers said the U.S. needs a system independent of the F.D.A. to detect harmful effects of drugs already on the market.,Politics
"Favre's Mother Falls Ill on Book Tour (AP) AP - Brett Favre's mother was hospitalized Thursday with stomach pains, interrupting her book tour.",Sports
"House OK's \$136b in tax breaks The House last night passed a sweeping rewrite of corporate tax law, a measure designed to end a trade war with Europe and shower \$136 billion in new tax breaks on businesses, farmers, and other groups.",Business
"Yukos abandons its fight for survival Russia #39;s embattled oil giant Yukos raised the white flag and said it would seek quot;liquidation or bankruptcy quot; after the forced government sale of its key oilfield next month, the company said yesterday.",Business
"N. Korea's No. 2 Encourages Nuke Dialogue (AP) AP - North Korea's No. 2 leader said Monday that his country still wants to settle the dispute over its nuclear program through dialogue, as China tried to cajole the North back into stalled six-nation talks, calling for flexibility by all sides.",Politics
RIAA Files 750 New File-trading Lawsuits The RIAA announced it has filed 750 new lawsuits against alleged file-traders using peer-to-peer (P-to-P) software. quot;The 750 new lawsuits were against quot;John Doe quot; defendants not yet identified by the RIAA.,Tech
EU raps Greece over deficit The European Union last night started legal action against Athens after it was revealed that a systematic under-reporting of Greece #39;s budget deficit should have ruled the country out of joining the single currency.,Business
"The post-Arafat era began long ago JERUSALEM Almost at the very moment that the Jordanian helicopter took off, lifting Yasser Arafat away from his prolonged siege in Ramallah, the heavens opened with a downpour.",Politics
Hospital Care by Video Camera Intensive-care doctors monitor patients from miles away. Also: Vioxx might be responsible for more deaths than thought.... New network in southern India gives government a big boost.... and more.,Business
Crude Oil Little Changed After Yesterday #39;s Election-Led Rally Crude oil was little changed after rallying more than 2 percent yesterday when US President George W. Bush #39;s re-election signaled the government probably will continue its policy of buying oil for a national reserve.,Business
"Judge Defers Decision in Oracle Takeover Bid The dispute between Oracle and PeopleSoft will return to the courtroom next month, when the presiding judge will hear more testimony.",Business
"Fujitsu and Cisco Form Strategic Alliance Fujitsu Limited and Cisco Systems announced a strategic alliance focusing on routers and switches for the Japanese markets. Specifically, the companies agreed to jointly develop high-end routers and will collaborate",Tech
"Pentagon Blocks Access to Site for Overseas Voters (Reuters) Reuters - Some Americans overseas are being\denied access to a Pentagon-run Web site intended to make it\easier for them to vote by absentee ballot due to security\measures to thwart hackers, the Pentagon said on Tuesday.",Tech
"Security Council, On Central African Peace Mission, Visits DR of &lt;b&gt;...&lt;/b&gt; The United Nations Security Council, fresh from a rare session in Kenya to speed up efforts to resolve civil wars in Sudan, today visited the Democratic Republic of the Congo (DRC), another conflict-riven country where the world body is seeking to bring",Politics
"NATO seeks to boost image in Middle East Middle East. But the results have been patchy, with many in the Arab world regarding it as a. and social reforms in the Middle East and Africa.",Politics
"No apology from Prince Harry PRINCE Harry will not apologise to a paparazzi photographer with whom he scuffled outside a London nightclub, a royal spokesman said today.",Politics
"Team as we know it is history The news comes fast and furious. Pedro Martinez goes to Tampa to visit George Steinbrenner. Theo Epstein and John Henry go to Florida for their turn with Pedro. Carl Pavano comes to Boston to visit Curt Schilling. Jason Varitek says he's not a goner. Derek Lowe is a goner, but he says he wishes it could be different. Orlando Cabrera ...",Sports
"Arizona St. Sun Devils TUCSON, Arizona (Ticker) -- No. 20 Arizona State tries to post its first three-game winning streak over Pac-10 Conference rival Arizona in 26 years when they meet Friday.",Sports
"Conn. Man Charged with Selling Secret Windows Code NEW YORK (Reuters) - A Connecticut man was arrested on Tuesday on charges that he illegally sold a secret source code used for Microsoft Corp.'s Windows NT 4.0 and Windows 2000 programs, federal prosecutors said.",Tech
"Brees kept offense cool If ever there were a time for the Chargers offense to panic, this was it. In fact, it seemed as if the group already was a bit unnerved.",Sports
"News: New Caller I.D. spoofing site opens Web-based caller I.D. spoofing is back, and this time it's available to everyone.\",Tech
"Sharing wealth was golden idea Kindergarten must have been good to LeBron James. With sharing at the top of that year's lesson plan, James might have collected a lot of gold stars for his behavior.",Sports
Google to Digitize Some Library Collections Five prestigious university and public libraries have reached agreement with Google Inc. to digitize millions of volumes in their collections and make portions of the text available for free,Tech
